X,Y,Z,Name,description,COL5A0EF95909EAA724,COL5A0EF95909BD88AB
24.962071,41.060521,0,ΓΕΝΗΣΕΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
27.921141,36.024452,0,ΓΕΝΝΑΔΙ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.848731,38.010149,0,ΓΕΡΑΚΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.703253,36.993742,0,ΓΕΡΑΚΙ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.443166,40.278833,0,ΓΕΡΑΚΙΝΗΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
24.942408,35.131618,0,ΓΕΡΓΕΡΗ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.428067,40.449025,0,ΓΕΡΜΑΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.690499,40.731852,0,ΓΕΦΥΡΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.192083,39.290119,0,ΓΕΦΥΡΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.103004,40.303108,0,ΓΕΩΠΟΝΙΚΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
24.147503,40.960996,0,ΓΕΩΡΓΙΑΝΗΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.166246,40.467248,0,ΓΕΩΡΓΙΑΝΟΙ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
24.260021,35.361938,0,ΓΕΩΡΓΙΟΥΠΟΛΗ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.279665,37.1954,0,ΓΕΩΡΓΙΤΣΙ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.766011,37.993717,0,ΓΗΡΟΚΟΜΕΙΟΥ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
26.105841,37.629902,0,ΓΙΑΛΙΣΚΑΡΙ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.976884,38.863677,0,ΓΙΑΛΤΡΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
19.763289,39.633236,0,ΓΙΑΝΝΑΔΕΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.056126,40.674148,0,ΓΙΑΝΝΑΚΟΧΩΡΙ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.415238,40.79592,0,ΓΙΑΝΝΙΤΣΩΝ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.399158,39.665552,0,ΓΙΑΝΝΟΥΛΗΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.049546,39.978666,0,ΓΙΑΝΝΩΤΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.562514,37.028522,0,ΓΚΟΡΙΤΣΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.341046,37.932507,0,ΓΚΟΥΡΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.848356,37.989373,0,ΓΛΥΚΑ ΝΕΡΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.967633,38.955305,0,ΓΛΥΦΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.746916,37.866011,0,ΓΛΥΦΑΔΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.078209,38.381477,0,ΓΛΥΦΑΔΑ ΦΩΚ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.617112,39.178201,0,ΓΛΩΣΣΑΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.794765,40.395812,0,ΓΟΜΑΤΙ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.243989,41.237689,0,ΓΟΝΙΜΟ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.474927,39.861598,0,ΓΟΝΝΩΝ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.437174,36.919722,0,ΓΟΡΑΝΟΙ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.590585,39.548437,0,ΓΟΡΓΟΓΥΡΙ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
25.310826,35.328045,0,ΓΟΥΒΕΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
19.831091,39.653293,0,ΓΟΥΒΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
26.099881,35.012732,0,ΓΟΥΔΟΥΡΑΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.448002,40.947859,0,ΓΟΥΜΕΝΙΣΣΑΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.616804,37.763966,0,ΓΟΥΜΕΡΟ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.26001,38.471239,0,ΓΟΥΡΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.221799,38.615814,0,ΓΟΥΡΙΩΤΙΣΣΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.429237,38.67366,0,ΓΡΑΒΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
24.653306,40.994267,0,ΓΡΑΒΟΥΝΑΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.699594,37.560947,0,ΓΡΑΙΚΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.964059,38.203309,0,ΓΡΑΜΜΑΤΙΚΟΥ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.193468,38.965371,0,ΓΡΑΜΜΕΝΗΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
20.97566,39.182848,0,ΓΡΑΜΜΕΝΙΤΣΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
20.711499,39.657417,0,ΓΡΑΜΜΕΝΟΥ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.509161,39.103561,0,ΓΡΑΝΙΤΣΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
25.532592,41.14281,0,ΓΡΑΤΙΝΗ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.425523,40.084763,0,ΓΡΕΒΕΝΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.002102,39.806178,0,ΓΡΕΒΕΝΙΤΙ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.052381,39.633694,0,ΓΡΙΖΑΝΟ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.56516,36.760664,0,ΓΥΘΕΙΟ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.954572,39.366872,0,ΓΥΜΝΑΣΤΗΡΙΟ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
20.906648,39.29266,0,ΓΥΜΝΟΤΟΠΟΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.884181,38.438308,0,ΓΥΜΝΟΥ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.468558,39.743314,0,ΓΥΡΤΩΝΗΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
24.927075,35.29304,0,ΓΩΝΙΩΝ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.803995,38.045221,0,Δ. ΜΕΓΑΡΟΥ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.279647,37.544625,0,ΔΑΒΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.723574,38.010207,0,ΔΑΓΚΛΗ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
26.225711,41.128584,0,ΔΑΔΙΑΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
27.100234,36.76216,0,ΔΑΙΔΑΛΟΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.898212,36.646692,0,ΔΑΙΜΟΝΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.186604,39.712109,0,ΔΑΜΑΣΙ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.202995,37.807336,0,ΔΑΡΑΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
24.043808,37.826391,0,ΔΑΣΚΑΛΕΙΟ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.492078,39.342562,0,ΔΑΣΟΛΟΦΟΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.732191,38.516587,0,ΔΑΥΛΕΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.497282,38.623264,0,ΔΑΦΝΗ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
26.161366,37.604765,0,ΔΑΦΝΗ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.738443,37.94642,0,ΔΑΦΝΗΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.023548,37.809414,0,ΔΑΦΝΗΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
25.165668,39.950983,0,ΔΑΦΝΗΣ ΛΗΜΝΟΥ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.950252,39.231683,0,ΔΑΦΝΟΣΠΗΛΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.747011,41.061596,0,ΔΑΦΝΟΥΔΙ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
20.988706,39.608717,0,ΔΑΦΝΟΥΛΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.997349,38.206472,0,ΔΑΦΝΩΝ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
20.464018,39.93342,0,ΔΕΛΒΙΝΑΚΙΟΥ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.344155,39.797751,0,ΔΕΛΕΡΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.496071,38.478296,0,ΔΕΛΦΟΙ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.422387,38.13195,0,ΔΕΡΒΕΝΙ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
20.782699,39.403758,0,ΔΕΡΒΙΖΙΑΝΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.811588,39.923395,0,ΔΕΣΚΑΤΗΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.529506,38.417584,0,ΔΕΣΦΙΝΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.673103,38.341513,0,ΔΗΛΕΣΙ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.869243,40.982048,0,ΔΗΜΗΤΡΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.664454,39.947596,0,ΔΗΜΗΤΡΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.632721,39.690163,0,ΔΗΜΗΤΡΑΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.407978,40.987281,0,ΔΗΜΗΤΡΙΤΣΙ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.039586,37.595843,0,ΔΗΜΗΤΣΑΝΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.851129,40.688518,0,ΔΙΑΒΑΤΩΝ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.965642,37.300953,0,ΔΙΑΒΟΛΙΤΣΙ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.196443,38.187807,0,ΔΙΑΚΟΠΤΟ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.651551,39.598159,0,ΔΙΑΛΕΚΤΟ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.016795,39.703232,0,ΔΙΑΣΕΛΛΟ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
27.206652,35.757522,0,ΔΙΑΦΑΝΙ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.173468,37.461312,0,ΔΙΔΥΜΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
26.493696,41.348682,0,ΔΙΔΥΜΟΤΕΙΧΟΥ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
26.295179,41.705006,0,ΔΙΚΑΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
25.696968,40.864025,0,ΔΙΚΕΛΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
20.514782,38.223922,0,ΔΙΛΙΝΑΤΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
26.377149,41.692265,0,ΔΙΛΟΦΟ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.863889,37.075441,0,ΔΙΟΔΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
24.901571,41.092216,0,ΔΙΟΜΗΔΕΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
25.059259,35.013037,0,ΔΙΟΝΥΣΙ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.879875,38.108113,0,ΔΙΟΝΥΣΟΥ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.271297,40.273793,0,ΔΙΟΝΥΣΟΥ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
20.986015,40.489773,0,ΔΙΠΟΤΑΜΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.291621,40.482167,0,ΔΙΣΠΗΛΙΟ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.673405,38.428265,0,ΔΙΣΤΟΜΟ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.017122,40.027155,0,ΔΙΣΤΡΑΤΟ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.495803,36.687834,0,ΔΙΧΟΒΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.929702,38.027243,0,ΔΙΩΝΗ-ΠΙΚΕΡΜΙΟΥ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.64872,38.471441,0,ΔΟΚΟΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.982093,38.250262,0,ΔΟΜΒΡΑΙΝΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.119798,39.792445,0,ΔΟΜΕΝΙΚΟΥ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.845379,38.758662,0,ΔΟΜΝΙΣΤΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.303955,39.127599,0,ΔΟΜΟΚΟΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
25.794379,37.100795,0,ΔΟΝΟΥΣΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.279224,39.457851,0,ΔΟΞΑΡΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
26.281195,41.482936,0,ΔΟΞΑΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
24.227193,41.092813,0,ΔΟΞΑΤΟ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
25.980112,40.907817,0,ΔΟΡΙΚΟ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.10089,40.887952,0,ΔΟΡΚΑΔΑΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
25.065669,35.147203,0,ΔΟΥΛΙ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.350993,40.512535,0,ΔΟΥΜΠΙΑΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.328863,37.744727,0,ΔΟΥΝΕΙΚΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.668592,38.472137,0,ΔΟΥΝΕΙΚΑ ΘΕΡΜΟΥ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.869226,40.926162,0,ΔΡΑΒΗΣΚΟΥ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.047621,39.376266,0,ΔΡΑΚΕΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.602868,39.399395,0,ΔΡΑΚΟΤΡΥΠΑΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
25.231516,35.075912,0,ΔΡΑΠΕΤΙ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.894505,37.537538,0,ΔΡΕΠΑΝΟΥ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.830801,40.349088,0,ΔΡΕΠΑΝΟΥ ΚΟΖ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.80248,41.165153,0,ΔΡΟΣΑΤΟ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.244661,40.82283,0,ΔΡΟΣΕΡΟΥ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.550475,38.484711,0,ΔΡΟΣΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
24.869401,35.342961,0,ΔΡΟΣΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.86185,37.035289,0,ΔΡΟΣΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
20.969244,39.625151,0,ΔΡΟΣΟΧΩΡΙΟΥ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.55815,38.706702,0,ΔΡΥΜΑΙΑΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.019942,38.883069,0,ΔΡΥΜΟΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.956319,40.780947,0,ΔΡΥΜΟΥ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.14683,39.91577,0,ΔΡΥΜΟΥ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.667014,38.633809,0,ΔΡΥΜΩΝΑΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.239785,37.572744,0,ΔΡΥΟΠΗ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
24.436422,37.380113,0,ΔΡΥΟΠΙΔΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.203878,37.18864,0,ΔΥΡΡΑΧΙΟ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.604213,38.957108,0,ΔΥΤ.ΦΡΑΓΚΙΣΤΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
20.780308,39.54681,0,ΔΩΔΩΝΗΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.856134,37.290101,0,ΔΩΡΙΟ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
25.195603,35.2112,0,Ε.ΠΕΖΩΝ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
25.43307,37.11161,0,ΕΓΓΑΡΩΝ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.762903,38.228231,0,ΕΓΛΥΚΑΔΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.048108,40.800202,0,ΕΔΕΣΣΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.199813,40.672986,0,ΕΙΡΗΝΟΥΠΟΛΗ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.842257,38.110884,0,ΕΚΑΛΗΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.197217,39.153603,0,ΕΚΚΑΡΑΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.800735,36.756709,0,ΕΛΑΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.693105,37.376688,0,ΕΛΑΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.168081,40.338859,0,ΕΛΑΙΟΧΩΡΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.571033,37.458294,0,ΕΛΑΙΟΧΩΡΙΟΝ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
24.241277,40.819792,0,ΕΛΑΙΟΧΩΡΙΟΥ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.187812,39.895664,0,ΕΛΑΣΣΟΝΑΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.762952,38.629292,0,ΕΛΑΤΕΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.539402,39.499343,0,ΕΛΑΤΗΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.977061,36.507301,0,ΕΛΑΦΟΝΗΣΟΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.779831,39.577147,0,ΕΛΑΦΟΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.394718,40.375587,0,ΕΛΑΦΟΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
28.024505,36.272548,0,ΕΛΕΟΥΣΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
20.792058,39.716341,0,ΕΛΕΟΥΣΑΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.896365,40.66709,0,ΕΛΕΥΘΕΡΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.579279,39.676447,0,ΕΛΕΥΘΕΡΙΟ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
24.254198,40.848097,0,ΕΛΕΥΘΕΡΙΩΝ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
24.255299,40.914428,0,ΕΛΕΥΘΕΡΟΥΠΟΛΗΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.374779,40.879448,0,ΕΛΕΥΘΕΡΟΧΩΡΙ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.541069,38.04198,0,ΕΛΕΥΣΙΝΑΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.451447,38.367567,0,ΕΛΕΩΝΑΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.735297,40.143476,0,ΕΛΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
25.231479,35.300624,0,ΕΛΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.924865,36.621232,0,ΕΛΙΚΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.642666,39.140258,0,ΕΛΙΟΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
20.950484,39.54812,0,ΕΛΛΗΝΙΚΟΥ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.693168,39.396332,0,ΕΛΛΗΝΟΚΑΣΤΡΟ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.798482,39.689175,0,ΕΛΛΗΝΟΚΑΣΤΡΟ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.735856,39.395728,0,ΕΛΛΗΝΟΠΥΡΓΟΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.696999,36.831999,0,ΕΛΟΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.545311,37.590001,0,ΕΜΠ.ΚΕΝ.ΣΠΑΤΩΝ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
25.383835,35.096539,0,ΕΜΠΑΡΟΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.322408,39.025513,0,ΕΜΠΕΣΟΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
25.444209,36.354824,0,ΕΜΠΟΡΕΙΟ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
21.557572,40.489004,0,ΕΜΠΟΡΙΟ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
27.858906,36.225124,0,ΕΜΠΩΝΑΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.926697,37.894033,0,ΕΞΑΜΙΛΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
20.618784,38.760072,0,ΕΞΑΝΘΕΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.129247,40.980422,0,ΕΞΑΠΛΑΤΑΝΟΥ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
22.944945,38.589293,0,ΕΞΑΡΧΟΥ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
23.055295,40.627248,0,ΕΞΟΧΗ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
24.860425,41.034711,0,ΕΞΟΧΗΣ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
25.655885,35.199871,0,ΕΞΩ ΛΑΚΩΝΙΑ,"<pre id=""com.exlyo.mapmarker.description_p_tag""></pre>","-1",[]
